Module_id,Response_ID,Satisfaction,Age,Gender,Customer type,Travel type,Ticket type,Flight distance,Departure delay in minutes,Arrival delay in minutes,Flight schedule suitability,Booking service,Online checkin,Airport checkin,Baggage handling,Boarding service,Cabin crew service,Seat comfort,Food and drink,Inflight entertainment,Inflight wifi,Leg room,Inflight amenities quality,Cleanliness
72405,34168,neutral or dissatisfied,25,Female,Loyal,Business,Business,2606,0,5,2,2,1,1,3,2,2,2,2,2,2,4,3,2
88449,32505,neutral or dissatisfied,20,Female,Discontinued,Business,Economy,163,0,0,4,1,1,3,3,4,2,3,5,5,1,4,4,5
53804,78415,neutral or dissatisfied,37,Male,Loyal,Business,Business,2630,0,0,3,3,3,4,2,3,2,3,2,2,2,2,2,4
77021,90886,neutral or dissatisfied,44,Female,Loyal,Business,Business,3234,0,0,4,4,3,3,3,4,3,4,1,3,3,3,3,2
95870,7463,satisfied,45,Female,Loyal,Business,Business,510,0,0,3,3,5,4,4,3,4,4,5,4,3,4,4,5
32328,98289,neutral or dissatisfied,28,Female,Loyal,Personal,Economy,1072,13,0,2,1,1,3,2,3,2,5,5,5,1,3,2,5
72951,7307,neutral or dissatisfied,36,Male,Loyal,Business,Economy Plus,139,165,194,1,5,1,1,4,1,4,1,1,3,1,3,2,1
87997,31970,satisfied,46,Female,Loyal,Business,Business,163,0,0,2,2,4,4,5,2,5,4,2,5,2,5,5,5
36860,27248,satisfied,38,Male,Loyal,Business,Economy Plus,1024,0,0,4,4,4,1,2,4,5,4,4,4,4,4,3,4
75623,56528,neutral or dissatisfied,53,Male,Loyal,Business,Economy,1065,10,47,5,1,2,3,4,5,2,2,2,2,2,3,4,2
31828,31689,neutral or dissatisfied,14,Female,Loyal,Business,Economy,846,16,10,5,2,3,4,3,2,4,1,3,3,3,2,4,3
50345,102917,satisfied,39,Female,Loyal,Business,Business,436,0,5,2,3,5,4,4,2,4,5,2,4,2,5,4,4
58134,32215,satisfied,42,Female,Loyal,Business,Economy,101,3,7,2,2,3,2,5,2,5,3,3,5,5,5,5,3
103004,85345,neutral or dissatisfied,26,Female,Discontinued,Business,Economy Plus,874,0,0,3,3,3,4,2,3,4,2,2,2,3,4,3,2
83013,30081,neutral or dissatisfied,53,Male,Loyal,Personal,Economy,253,0,0,5,3,3,4,1,2,2,4,4,4,3,2,2,4
31890,99686,neutral or dissatisfied,34,Male,Discontinued,Business,Business,442,0,2,2,2,2,4,5,3,3,2,2,2,2,5,5,2
53700,880,satisfied,43,Male,Loyal,Business,Business,2505,0,0,4,4,4,4,4,4,4,4,5,4,4,4,4,4
103803,17824,neutral or dissatisfied,35,Male,Loyal,Personal,Economy,1075,0,0,4,3,3,3,4,4,4,2,2,2,3,2,4,2
12714,3915,satisfied,55,Female,Loyal,Personal,Economy,213,0,0,4,5,4,4,5,4,5,4,2,5,5,5,5,5
29777,12174,satisfied,49,Male,Loyal,Business,Business,3121,0,0,5,5,1,3,4,5,4,3,3,4,5,4,4,4
96187,114230,satisfied,24,Male,Loyal,Business,Business,850,11,5,5,5,4,5,5,5,5,4,4,4,5,3,5,4
99181,91853,neutral or dissatisfied,41,Male,Loyal,Personal,Economy,1619,0,0,5,1,1,3,4,1,3,3,3,3,1,5,4,3
13274,86262,neutral or dissatisfied,17,Male,Loyal,Personal,Economy,226,0,0,4,2,2,4,5,3,5,2,5,5,2,1,2,5
70140,91350,neutral or dissatisfied,28,Male,Loyal,Personal,Economy Plus,406,0,0,5,2,2,5,4,3,5,1,3,3,2,5,4,3
17417,15032,satisfied,24,Female,Loyal,Business,Economy,576,0,0,5,2,5,3,5,2,4,5,5,5,5,2,4,5
66490,94142,satisfied,55,Female,Loyal,Business,Business,3384,16,17,2,2,5,4,5,2,4,5,5,4,2,4,4,5
97528,3511,neutral or dissatisfied,52,Female,Loyal,Business,Economy Plus,968,17,23,2,2,2,1,1,2,1,1,4,1,1,1,1,3
52895,66629,neutral or dissatisfied,51,Female,Loyal,Personal,Business,802,6,22,4,3,5,5,3,1,3,4,1,3,2,3,3,5
47514,20023,neutral or dissatisfied,7,Male,Loyal,Personal,Business,473,87,78,2,3,3,3,4,4,2,1,1,1,1,1,4,1
54211,92851,satisfied,46,Female,Loyal,Personal,Economy Plus,1587,5,0,2,0,3,4,4,3,4,3,3,4,0,0,4,1
44504,37001,neutral or dissatisfied,12,Female,Loyal,Personal,Economy,759,23,27,4,3,3,5,5,5,3,4,4,4,3,5,5,4
87041,14266,satisfied,20,Male,Discontinued,Business,Economy,429,0,0,4,5,5,5,3,2,2,1,1,1,5,1,3,1
49331,25559,satisfied,39,Female,Loyal,Business,Economy,874,8,0,2,4,5,3,5,2,4,5,5,5,5,3,5,5
35587,115231,neutral or dissatisfied,47,Female,Loyal,Business,Economy,371,13,6,1,1,4,1,2,1,2,4,5,2,2,2,2,2
46373,87937,neutral or dissatisfied,39,Male,Discontinued,Business,Business,270,0,0,2,2,2,3,4,4,3,1,1,1,2,3,4,1
38486,86015,neutral or dissatisfied,22,Male,Discontinued,Business,Economy,528,0,0,3,2,2,4,4,3,2,4,4,4,2,4,3,4
39598,20237,satisfied,40,Male,Loyal,Business,Business,2697,0,0,5,5,1,3,5,5,5,1,4,5,5,5,5,5
18818,95469,neutral or dissatisfied,38,Female,Discontinued,Business,Economy Plus,319,0,0,4,4,4,1,3,4,3,4,4,4,4,2,3,4
43248,62351,satisfied,57,Male,Loyal,Business,Business,1735,0,0,3,3,4,5,4,3,4,4,4,4,3,4,4,5
58704,10726,neutral or dissatisfied,63,Female,Loyal,Business,Business,3986,0,0,3,3,3,1,1,3,1,3,5,1,1,1,1,1
33729,23707,neutral or dissatisfied,20,Female,Loyal,Personal,Economy,251,0,0,3,0,0,3,1,2,1,2,2,2,2,4,3,2
47631,35025,satisfied,49,Male,Loyal,Business,Economy Plus,740,2,9,4,4,5,4,1,4,4,5,5,5,5,1,3,5
4739,26439,neutral or dissatisfied,29,Female,Discontinued,Business,Economy,925,0,0,1,1,1,1,4,3,2,1,1,1,1,1,4,1
83334,63554,satisfied,45,Female,Discontinued,Business,Business,1009,0,0,4,4,4,5,5,3,3,5,5,5,4,4,5,5
86323,105748,neutral or dissatisfied,39,Female,Discontinued,Business,Business,663,18,21,4,4,4,3,4,3,4,4,4,4,4,2,4,4
14,95789,neutral or dissatisfied,26,Female,Loyal,Personal,Economy,453,43,35,2,3,3,2,2,2,4,2,2,2,3,3,1,2
93992,39469,neutral or dissatisfied,47,Male,Loyal,Business,Business,2302,95,89,2,2,3,2,2,2,2,4,1,2,2,2,2,4
52004,18134,neutral or dissatisfied,62,Male,Loyal,Personal,Economy Plus,120,0,23,2,2,2,2,4,3,2,2,2,2,2,1,4,2
83757,51338,neutral or dissatisfied,33,Male,Loyal,Business,Economy Plus,262,0,0,4,4,3,4,3,4,3,3,3,3,3,2,3,3
9049,3107,neutral or dissatisfied,60,Female,Loyal,Business,Economy Plus,413,0,0,3,3,4,4,3,3,3,3,3,3,3,3,3,2
75988,61285,neutral or dissatisfied,15,Female,Loyal,Personal,Economy,967,0,52,4,3,3,3,4,2,3,3,3,3,3,3,4,3
13858,119100,neutral or dissatisfied,25,Female,Loyal,Business,Business,1107,0,0,1,1,2,3,2,1,3,2,2,2,2,5,2,2
49794,128506,neutral or dissatisfied,27,Female,Loyal,Personal,Economy,651,0,0,5,2,2,1,5,4,4,2,1,1,2,1,3,1
75571,128482,neutral or dissatisfied,8,Female,Loyal,Personal,Economy,325,0,0,4,3,3,5,1,3,5,2,2,2,3,1,3,2
28642,29415,neutral or dissatisfied,31,Female,Loyal,Personal,Economy,2541,1,0,4,3,4,1,5,3,3,1,3,4,3,4,5,1
9282,38607,satisfied,39,Male,Loyal,Business,Business,3093,0,0,4,2,2,3,5,2,5,3,3,5,2,5,5,3
64250,78903,satisfied,42,Female,Loyal,Business,Business,1708,0,0,3,3,5,5,2,3,2,5,5,2,3,3,2,5
85297,92356,neutral or dissatisfied,66,Male,Loyal,Personal,Economy,2504,9,42,3,1,3,3,4,3,4,3,1,3,1,4,4,3
43547,29835,satisfied,73,Female,Loyal,Business,Business,261,3,1,2,2,2,1,3,2,3,5,3,3,2,4,3,4
48390,103388,neutral or dissatisfied,23,Male,Discontinued,Business,Economy,237,1,0,5,2,2,5,4,3,4,2,2,2,2,4,5,2
78745,88513,satisfied,41,Male,Loyal,Business,Economy,145,0,0,2,2,5,2,3,2,1,5,5,5,5,3,4,5
72080,5217,satisfied,25,Male,Discontinued,Business,Business,383,0,0,0,5,5,5,5,3,3,3,4,4,5,5,4,4
100738,43343,neutral or dissatisfied,77,Female,Loyal,Business,Business,387,0,2,5,5,4,2,3,5,3,3,3,3,3,3,3,1
56808,33212,satisfied,59,Male,Loyal,Business,Economy Plus,101,0,3,5,5,2,5,5,5,3,2,2,2,2,5,2,2
82676,122725,satisfied,54,Male,Loyal,Business,Business,2375,0,0,5,4,5,5,5,5,5,5,5,5,5,5,5,4
8425,47976,neutral or dissatisfied,60,Female,Loyal,Personal,Economy,834,0,2,5,2,5,2,3,4,3,1,2,3,2,2,3,4
103745,60796,satisfied,25,Female,Discontinued,Business,Business,472,0,0,0,4,4,5,4,3,5,2,2,2,5,5,4,2
55352,121761,neutral or dissatisfied,47,Male,Loyal,Personal,Business,449,0,0,5,2,3,3,2,3,1,2,4,1,2,2,1,4
31247,6772,satisfied,55,Female,Loyal,Business,Business,137,0,0,5,1,4,4,2,1,2,5,3,2,0,2,2,5
76816,94677,neutral or dissatisfied,69,Female,Loyal,Business,Business,2038,21,17,5,5,2,2,1,5,2,2,2,2,1,2,2,2
40249,67855,neutral or dissatisfied,65,Female,Loyal,Personal,Economy,1235,0,0,1,2,2,3,1,4,1,4,3,1,2,2,1,3
34359,86213,neutral or dissatisfied,65,Female,Loyal,Business,Economy,356,0,0,3,3,4,4,3,3,3,4,1,3,3,3,3,4
20533,80677,neutral or dissatisfied,25,Male,Loyal,Personal,Economy,821,17,3,4,1,1,3,3,4,3,1,2,2,1,2,3,2
41091,9377,neutral or dissatisfied,13,Female,Loyal,Personal,Economy,401,0,11,5,2,2,5,4,1,4,5,5,5,2,4,5,5
65234,44066,neutral or dissatisfied,25,Male,Loyal,Personal,Economy,456,30,65,5,2,2,4,5,4,5,1,1,1,2,4,4,1
29683,33797,satisfied,25,Female,Loyal,Business,Economy,1521,0,6,4,0,0,3,5,3,3,2,2,2,0,5,1,2
65855,120059,neutral or dissatisfied,45,Female,Loyal,Personal,Economy,237,0,0,5,0,4,3,3,2,3,5,4,3,4,0,3,4
72342,109030,satisfied,46,Male,Loyal,Business,Business,1105,8,15,3,3,4,3,3,3,3,5,2,3,3,4,3,5
25717,19373,neutral or dissatisfied,33,Female,Loyal,Personal,Economy,476,91,82,3,1,1,3,4,5,2,4,4,4,1,2,4,4
75519,121563,neutral or dissatisfied,58,Male,Loyal,Business,Business,936,0,0,4,4,3,4,2,4,2,3,2,2,2,2,2,3
83399,89237,satisfied,26,Female,Loyal,Business,Business,2139,4,27,3,3,4,5,5,3,4,4,4,4,3,2,4,4
4110,58186,neutral or dissatisfied,8,Male,Discontinued,Business,Economy,925,2,21,3,3,3,2,4,4,2,4,4,4,2,2,3,4
98258,114951,satisfied,38,Male,Loyal,Business,Business,417,37,29,2,5,4,3,4,5,4,4,5,4,5,4,4,3
41034,128963,satisfied,21,Male,Discontinued,Business,Economy,414,0,0,4,5,5,3,2,3,3,1,5,5,5,3,1,5
95394,97627,neutral or dissatisfied,43,Male,Loyal,Personal,Economy,764,0,0,3,1,1,1,3,2,3,2,2,2,1,3,3,2
70404,100141,neutral or dissatisfied,49,Male,Loyal,Business,Economy,523,0,34,4,4,1,1,3,4,2,2,2,2,1,1,2,2
80222,35892,neutral or dissatisfied,36,Female,Loyal,Personal,Economy,1023,0,0,3,4,4,4,4,3,4,4,4,4,4,1,3,4
43442,127238,satisfied,57,Male,Loyal,Business,Business,1460,21,22,4,4,4,3,5,4,5,5,3,5,4,5,5,4
31512,122243,neutral or dissatisfied,42,Female,Loyal,Business,Economy,573,0,0,3,3,3,1,2,3,2,3,2,2,2,2,2,2
18810,115648,neutral or dissatisfied,41,Male,Loyal,Business,Business,2531,29,33,2,4,4,1,3,4,3,4,3,3,3,3,3,4
55369,129869,neutral or dissatisfied,18,Female,Discontinued,Business,Economy,337,0,0,0,2,2,4,4,3,4,5,5,5,2,4,4,5
45953,104291,neutral or dissatisfied,21,Male,Discontinued,Business,Economy,440,67,58,4,2,2,4,4,4,4,4,5,5,2,3,3,5
40503,51046,neutral or dissatisfied,15,Female,Loyal,Personal,Economy,78,0,0,1,3,3,2,4,3,1,4,4,4,3,4,3,4
30261,49940,neutral or dissatisfied,40,Female,Discontinued,Business,Business,250,0,0,3,3,3,4,3,4,1,1,1,1,3,1,4,1
63982,90998,neutral or dissatisfied,20,Male,Loyal,Personal,Economy,271,0,0,0,3,3,5,5,2,4,5,2,2,3,2,5,2
95513,99799,satisfied,37,Male,Loyal,Business,Business,632,0,0,5,5,5,3,4,5,4,4,2,4,5,4,4,4
57684,128714,satisfied,60,Female,Loyal,Business,Business,1464,0,0,2,2,4,3,4,2,4,5,3,4,2,4,4,3
26621,103669,neutral or dissatisfied,32,Female,Discontinued,Business,Business,405,0,0,2,2,2,3,5,5,3,4,4,4,2,3,5,4
91880,103328,neutral or dissatisfied,38,Male,Loyal,Personal,Economy,1139,14,10,4,1,1,3,5,4,5,1,1,1,1,3,4,1
33659,4824,neutral or dissatisfied,38,Male,Discontinued,Business,Business,408,0,0,4,4,4,5,5,3,3,2,1,1,4,2,5,1
42706,48543,satisfied,62,Female,Loyal,Business,Business,1538,0,0,2,2,3,5,5,2,5,3,2,5,2,5,5,5
81606,28858,satisfied,51,Male,Loyal,Business,Business,3433,0,0,5,5,5,4,5,5,5,4,4,5,5,5,5,2
16210,31016,neutral or dissatisfied,69,Male,Loyal,Personal,Economy,391,0,0,5,4,4,4,5,1,5,2,2,2,4,2,4,2
31496,102610,neutral or dissatisfied,38,Female,Discontinued,Business,Business,386,0,5,3,3,3,4,5,3,4,4,4,4,3,4,5,4
60396,86500,neutral or dissatisfied,9,Female,Loyal,Personal,Economy,760,0,0,4,2,2,3,5,3,4,1,1,1,2,2,4,1
28894,12500,satisfied,52,Female,Loyal,Business,Economy Plus,190,27,23,2,2,5,3,5,2,5,4,4,5,5,5,5,2
1007,11534,neutral or dissatisfied,62,Female,Discontinued,Business,Economy Plus,316,0,0,4,4,4,2,4,4,2,4,4,4,4,1,3,4
81506,27650,satisfied,17,Male,Loyal,Business,Economy Plus,671,0,0,4,0,0,5,1,3,1,3,3,3,0,4,1,3
32339,44526,satisfied,49,Female,Loyal,Business,Business,1937,0,2,3,3,4,3,5,3,5,5,1,5,3,5,5,3
78853,89212,neutral or dissatisfied,41,Male,Loyal,Personal,Economy,2116,1,0,5,4,4,2,4,3,2,1,1,1,4,1,5,1
37123,7713,neutral or dissatisfied,38,Male,Loyal,Personal,Business,806,25,18,5,1,4,1,2,1,5,5,5,5,1,1,5,2
40943,46787,satisfied,53,Male,Loyal,Business,Business,3598,0,0,1,1,4,3,5,1,5,5,3,5,1,5,5,3
67866,27628,neutral or dissatisfied,31,Female,Discontinued,Business,Economy Plus,956,0,0,3,3,3,3,2,3,5,3,3,3,3,5,5,3
83840,53011,satisfied,27,Female,Loyal,Business,Economy,1190,203,171,1,1,5,5,5,1,1,5,5,5,5,1,5,5
72400,52552,satisfied,57,Male,Loyal,Business,Business,3560,0,5,5,0,5,5,2,2,2,1,5,2,0,2,2,4
7585,39736,neutral or dissatisfied,50,Female,Loyal,Personal,Economy,320,0,0,3,3,4,5,1,3,1,5,1,1,3,3,1,2
59207,86424,satisfied,48,Male,Loyal,Business,Business,2834,17,24,2,5,5,4,4,2,4,4,4,4,2,4,4,5
33288,79914,neutral or dissatisfied,26,Male,Discontinued,Business,Economy,950,0,0,2,2,2,4,2,1,3,4,4,4,2,5,1,4
41396,111445,neutral or dissatisfied,31,Female,Loyal,Business,Business,836,0,0,5,5,4,3,3,5,4,4,4,4,4,5,3,4
66057,58809,neutral or dissatisfied,19,Female,Loyal,Personal,Economy,1005,35,20,4,1,1,4,4,5,5,5,5,5,1,2,4,5
12464,80971,satisfied,43,Male,Loyal,Business,Business,2702,0,0,0,0,4,4,4,3,4,5,5,4,0,4,4,5
12934,21390,satisfied,40,Female,Discontinued,Business,Business,306,14,9,5,5,5,3,4,5,5,3,3,3,5,1,2,3
19856,123322,neutral or dissatisfied,37,Male,Loyal,Business,Economy Plus,328,0,0,5,5,3,4,3,5,4,3,3,3,3,3,4,3
65842,90028,satisfied,51,Female,Loyal,Business,Business,1084,0,2,2,2,4,3,4,2,4,4,4,4,2,4,4,3
85882,39859,satisfied,36,Male,Loyal,Business,Business,184,0,0,3,3,2,1,4,3,4,2,2,4,3,4,4,5
96405,11201,neutral or dissatisfied,23,Female,Loyal,Personal,Economy,429,34,36,0,3,3,4,5,4,5,5,5,5,3,2,5,5
64730,104424,neutral or dissatisfied,48,Female,Loyal,Business,Economy,1024,0,15,5,5,3,4,3,5,3,2,1,3,3,3,3,1
18999,116970,satisfied,42,Male,Loyal,Business,Business,2514,0,0,5,5,4,3,4,5,4,4,4,4,5,4,4,4
98452,66714,satisfied,8,Female,Loyal,Personal,Economy,978,12,0,4,0,0,3,4,2,4,1,4,4,0,2,5,4
98613,57917,neutral or dissatisfied,30,Male,Loyal,Personal,Economy,305,85,75,4,4,4,5,5,1,4,4,4,4,4,3,5,4
60884,508,satisfied,38,Female,Loyal,Business,Business,3690,0,0,4,4,4,3,5,4,4,4,4,4,4,4,4,3
45694,2950,neutral or dissatisfied,35,Female,Discontinued,Business,Economy,737,0,0,4,4,4,1,3,3,3,5,5,5,3,3,4,5
52738,74102,satisfied,46,Male,Loyal,Business,Business,3978,0,12,2,3,4,3,3,2,3,4,3,3,2,3,3,4
80771,55109,neutral or dissatisfied,19,Female,Loyal,Personal,Economy,1303,0,0,2,3,3,3,3,4,1,4,4,4,3,5,3,4
91549,63066,neutral or dissatisfied,62,Female,Loyal,Personal,Economy,862,0,0,4,2,1,5,2,3,2,1,4,2,3,2,2,4
3912,87064,satisfied,27,Male,Loyal,Business,Business,3816,13,2,1,3,5,4,4,1,4,5,5,5,1,4,5,5
6662,13009,neutral or dissatisfied,34,Male,Discontinued,Business,Economy,438,91,77,2,1,1,4,4,4,1,4,4,4,1,5,4,4
78892,51340,neutral or dissatisfied,27,Male,Loyal,Business,Economy Plus,156,0,9,1,1,3,4,4,1,2,3,3,3,3,4,3,3
45818,118629,neutral or dissatisfied,56,Male,Loyal,Business,Business,2946,76,66,1,1,1,1,4,1,4,2,2,4,4,4,4,1
50162,51621,satisfied,39,Male,Loyal,Business,Economy,370,13,0,1,1,5,3,4,1,1,5,5,5,5,2,5,5
50408,19348,neutral or dissatisfied,52,Male,Discontinued,Business,Economy,692,7,0,1,1,1,4,5,3,2,5,5,5,1,2,2,5
57707,98130,neutral or dissatisfied,26,Male,Loyal,Personal,Economy,472,0,0,3,2,2,2,1,3,5,4,2,2,2,3,4,2
83042,82693,satisfied,8,Female,Discontinued,Business,Economy,632,0,0,2,4,4,5,4,5,3,2,2,2,4,3,5,2
15052,72215,satisfied,53,Female,Loyal,Business,Business,919,0,56,5,4,4,4,2,5,2,5,5,2,5,2,2,4
88018,108677,satisfied,47,Female,Loyal,Business,Business,577,30,47,5,5,5,3,5,5,5,4,4,5,5,5,5,5
1985,95728,neutral or dissatisfied,23,Female,Discontinued,Business,Economy,419,0,6,4,3,3,3,4,5,5,1,1,1,3,3,5,1
101022,109525,neutral or dissatisfied,26,Female,Discontinued,Business,Economy,834,7,0,3,3,3,2,4,3,1,2,2,2,2,4,3,2
89544,5965,neutral or dissatisfied,26,Female,Discontinued,Business,Business,691,0,8,0,2,2,3,5,3,5,4,4,4,2,5,5,4
81032,17426,neutral or dissatisfied,36,Male,Discontinued,Business,Business,351,0,0,4,4,4,1,4,3,4,5,5,5,4,2,4,5
29604,3268,neutral or dissatisfied,22,Female,Discontinued,Business,Business,479,122,106,2,2,2,2,3,3,4,2,2,2,1,5,3,2
3630,73912,satisfied,58,Male,Loyal,Business,Business,2342,44,21,2,2,5,5,4,2,4,4,2,4,2,4,4,5
76827,102350,neutral or dissatisfied,45,Female,Loyal,Business,Economy,407,50,40,1,1,3,3,3,1,3,3,5,3,3,3,3,1
36824,75878,neutral or dissatisfied,22,Male,Loyal,Personal,Economy,1972,0,0,0,3,3,3,4,2,4,4,4,4,3,4,5,4
4692,118277,satisfied,25,Female,Discontinued,Business,Business,639,23,23,0,4,4,5,5,3,5,5,4,4,4,2,4,4
77024,63248,satisfied,34,Female,Loyal,Business,Business,1924,0,0,3,3,5,3,5,3,5,4,4,5,3,5,5,5
79666,2799,neutral or dissatisfied,55,Male,Loyal,Personal,Economy,764,19,7,3,4,4,2,5,2,2,2,2,2,4,4,2,2
41230,7511,satisfied,49,Male,Loyal,Business,Business,3247,0,0,1,1,4,4,5,1,5,5,5,5,1,5,5,3
29566,10055,neutral or dissatisfied,27,Male,Loyal,Personal,Economy Plus,326,0,37,3,1,1,4,1,5,3,2,4,4,1,3,2,4
42551,67067,satisfied,49,Female,Loyal,Business,Business,3133,0,0,2,2,5,5,4,2,4,5,3,4,2,4,4,5
63741,1693,satisfied,39,Male,Loyal,Business,Business,3028,7,9,1,1,4,3,2,1,2,5,5,2,1,2,2,4
34022,96762,satisfied,13,Female,Loyal,Personal,Business,849,6,5,5,0,0,4,4,3,3,2,2,2,0,2,4,2
3922,109918,neutral or dissatisfied,61,Male,Loyal,Personal,Economy,1033,1,0,5,4,4,4,5,3,4,3,3,3,3,5,5,3
36654,109382,neutral or dissatisfied,26,Female,Discontinued,Business,Economy,789,0,0,0,0,0,5,1,5,5,2,2,2,1,5,2,2
35613,33807,satisfied,31,Male,Loyal,Business,Business,1521,2,0,1,1,4,4,3,1,3,4,4,4,1,2,1,4
81360,121056,neutral or dissatisfied,62,Male,Loyal,Personal,Economy,1013,0,8,4,2,2,4,3,3,2,4,4,4,2,1,4,4
33691,36060,neutral or dissatisfied,32,Male,Discontinued,Business,Economy,399,0,2,0,3,3,5,1,2,1,1,1,1,3,4,1,1
26678,60930,satisfied,49,Male,Loyal,Business,Business,888,14,8,4,4,4,3,5,4,5,5,2,5,4,5,5,5
91180,40878,neutral or dissatisfied,69,Male,Loyal,Personal,Economy,584,0,0,5,2,2,5,5,1,5,5,2,2,2,2,5,2
63582,102180,satisfied,45,Female,Loyal,Business,Business,258,22,17,5,5,5,3,5,5,5,4,2,5,5,5,5,4
10515,124058,satisfied,39,Male,Loyal,Business,Business,2153,0,11,3,3,3,3,5,3,5,4,2,5,3,5,5,3
83889,6922,neutral or dissatisfied,68,Male,Loyal,Personal,Economy,265,0,1,2,4,4,2,2,4,4,5,5,5,4,5,3,5
8717,110210,satisfied,31,Male,Loyal,Business,Business,2451,2,0,2,2,4,4,5,2,3,4,4,4,2,3,4,4
95788,94136,satisfied,21,Male,Discontinued,Business,Business,189,0,0,5,4,4,4,4,4,4,4,3,3,4,4,4,3
65541,40357,neutral or dissatisfied,62,Male,Loyal,Personal,Business,1250,0,0,3,3,4,1,2,3,2,4,5,2,3,3,2,4
33169,64071,neutral or dissatisfied,46,Male,Loyal,Business,Business,2719,0,0,3,4,3,2,2,3,2,3,4,2,2,3,2,2
32142,125313,satisfied,52,Female,Loyal,Business,Business,3252,0,0,2,2,4,3,3,2,3,4,3,3,2,3,3,4
34150,102865,satisfied,55,Male,Loyal,Business,Business,2152,19,26,5,5,4,5,4,5,4,5,2,4,5,4,4,5
226,35759,neutral or dissatisfied,55,Female,Loyal,Personal,Economy,1608,0,0,2,2,3,3,5,4,5,4,2,5,2,2,5,2
73664,37568,neutral or dissatisfied,22,Male,Loyal,Business,Business,944,29,35,2,3,2,3,3,2,2,2,2,2,2,3,4,2
89137,40648,satisfied,25,Male,Discontinued,Business,Business,541,3,0,4,0,0,3,5,3,5,4,3,3,0,4,5,3
78732,32182,satisfied,27,Male,Discontinued,Business,Business,216,0,0,4,4,4,4,4,5,2,4,4,4,4,1,1,4
17286,42038,satisfied,38,Female,Loyal,Business,Business,1543,9,5,4,4,1,2,3,4,4,4,1,4,4,4,4,2
41146,14544,satisfied,17,Male,Discontinued,Business,Economy,362,0,0,0,4,4,2,4,3,1,5,5,5,4,1,2,5
7997,558,satisfied,42,Male,Loyal,Business,Business,164,0,0,3,3,5,5,5,3,4,4,5,4,3,5,4,5
3039,101380,satisfied,56,Male,Loyal,Business,Business,1647,9,6,4,5,5,3,4,4,4,4,5,4,4,4,4,3
93899,16516,neutral or dissatisfied,56,Male,Loyal,Personal,Economy Plus,246,5,9,1,1,1,3,3,4,3,5,3,3,1,2,4,3
28133,47643,satisfied,46,Female,Loyal,Business,Economy,1428,0,4,4,3,4,3,5,4,5,2,4,5,4,4,5,3
29222,122948,satisfied,25,Male,Loyal,Business,Business,2307,27,26,3,3,5,4,4,3,3,5,5,5,3,5,4,5
23042,41432,neutral or dissatisfied,50,Female,Loyal,Personal,Economy,641,0,0,5,1,4,5,2,2,2,4,4,2,1,1,2,5
61702,84109,satisfied,44,Male,Loyal,Business,Business,1900,1,6,2,2,4,5,4,2,4,4,3,4,2,4,4,3
93775,5434,neutral or dissatisfied,24,Female,Discontinued,Business,Economy,265,0,0,2,3,3,1,4,3,3,3,3,3,3,1,3,3
83611,12820,satisfied,47,Female,Loyal,Business,Economy,528,0,0,1,1,5,2,5,1,5,2,4,5,5,5,5,1
50157,57496,satisfied,21,Female,Discontinued,Business,Business,1075,0,0,0,5,5,5,4,1,5,2,2,2,5,3,4,2
94194,128630,satisfied,35,Male,Loyal,Personal,Economy,954,0,0,4,5,5,2,2,3,2,1,1,1,4,3,5,1
88614,76039,satisfied,29,Female,Discontinued,Business,Business,669,61,39,5,5,5,4,4,3,3,4,4,4,5,2,4,4
93095,75106,neutral or dissatisfied,62,Male,Loyal,Personal,Business,1726,0,0,4,3,5,5,3,3,3,5,3,3,3,3,3,3
77158,76986,satisfied,51,Female,Loyal,Business,Business,422,0,12,3,3,5,5,5,3,5,5,2,5,3,5,5,5
79407,87874,neutral or dissatisfied,63,Female,Loyal,Business,Economy Plus,214,12,1,2,2,2,3,2,2,2,2,3,2,2,2,2,4
99185,49470,satisfied,59,Male,Loyal,Business,Business,3116,16,15,5,0,1,5,1,3,2,4,4,2,0,2,2,2
76120,94922,satisfied,49,Female,Loyal,Business,Economy,192,0,0,5,5,2,4,4,5,4,2,3,4,4,4,4,1
11180,70774,satisfied,48,Male,Loyal,Business,Business,3510,0,6,3,3,5,4,5,3,5,4,5,5,3,5,5,4
51629,29167,satisfied,23,Female,Loyal,Business,Economy Plus,605,0,1,2,2,5,4,5,2,2,4,5,5,5,1,4,5
29111,23082,satisfied,44,Female,Loyal,Business,Business,864,1,0,4,4,3,4,4,4,4,4,5,4,4,4,4,2
4261,98178,satisfied,56,Female,Loyal,Business,Business,3710,31,37,3,3,4,5,5,3,5,5,3,5,3,5,5,5
103136,39474,satisfied,52,Female,Loyal,Business,Business,2066,0,0,3,3,4,4,4,3,4,4,1,4,3,4,4,5
103878,15176,neutral or dissatisfied,37,Male,Loyal,Business,Business,2445,1,0,5,5,4,4,4,5,4,4,1,4,4,4,4,1
50028,1672,satisfied,46,Female,Loyal,Business,Business,3843,0,0,2,2,4,4,5,2,5,4,2,5,2,5,5,5
25925,75922,satisfied,42,Female,Loyal,Business,Business,2090,0,0,4,4,5,3,5,4,4,4,3,4,4,4,4,3
99688,51108,neutral or dissatisfied,26,Male,Loyal,Personal,Economy,86,25,24,5,4,4,4,4,3,3,1,1,1,4,3,5,1
